id,language,gender_context,category,student_statement,advisor_reply
1782,RomanUrdu,Female,Gender/Role Specific,Father hospital mein hain aur mujhe ghar sambhalna hai,Semester pause allow hoti hai family care ke liye
1783,Mixed,Female,Administrative Issues,Mujhe 4pm ke baad class attend karna possible nahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow ki ja sakti hai timing issues me. Advisor ne recommend kiya hai semester freeze lene ke liye
1784,English,Male,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1785,Mixed,Female,Gender/Role Specific,Male breadwinner responsibility hai is liye break chahiye. Is liye semester freeze request kar raha/rahi hoon,Semester freeze le kar aap family support kar sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1786,English,Male,Academic Issues,"CGPA below average hai, degree complete ho payegi ya nahi samajh nahi aa raha",Semester freeze ke dauran CGPA improve karne ka plan banayein
1787,English,Neutral,Personal/Family Issues,Mother bohat sick hain aur unka khayal rakhna hai,Semester freeze request karein taake aap family care kar sakein
1788,Mixed,Female,Gender/Role Specific,Family business sambhalna par raha hai temporarily. Is liye semester freeze request kar raha/rahi hoon,Semester freeze le kar aap responsibilities manage kar sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1789,Mixed,Neutral,Financial Issues,I lost my scholarship and cannot afford this semester. Is liye semester freeze request kar raha/rahi hoon,Financial support ke liye advisor ya office se discuss karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1790,RomanUrdu,Neutral,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai,Recovery ke liye semester freeze recommended hai
1791,RomanUrdu,Neutral,Personal/Family Issues,Hostel band ho gaya aur transport ka issue hai,Semester pause kar sakte hain jab tak facility arrange na ho
1792,RomanUrdu,Neutral,Administrative Issues,"Lab aur lecture same time hai, attend nahi kar pa raha",Semester freeze consider karein jab tak schedule fix na ho
1793,RomanUrdu,Neutral,Administrative Issues,"Lab aur lecture same time hai, attend nahi kar pa raha",Semester freeze consider karein jab tak schedule fix na ho
1794,RomanUrdu,Male,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi,Semester freeze request karein childcare ke liye
1795,Mixed,Neutral,Local/Other Issues,Floods damaged roads and internet is not working. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow ki ja sakti hai disaster situations me. Advisor ne recommend kiya hai semester freeze lene ke liye
1796,RomanUrdu,Female,Local/Other Issues,Power outages aur internet disruption ke wajah se classes miss ho rahi hain,Semester pause request submit karein taake classes miss na ho
1797,RomanUrdu,Female,Gender/Role Specific,Family business sambhalna par raha hai temporarily,Semester freeze le kar aap responsibilities manage kar sakte hain
1798,English,Female,Gender/Role Specific,Safety issues ki wajah se campus travel possible nahi,Temporary semester freeze request karein safety ke liye
1799,RomanUrdu,Male,Administrative Issues,Teacher change request process clear nahi hai,Advisor se guide lein aur semester pause consider karein
1800,RomanUrdu,Male,Academic Issues,"CGPA below average hai, degree complete ho payegi ya nahi samajh nahi aa raha",Semester freeze ke dauran CGPA improve karne ka plan banayein
1801,English,Neutral,Academic Issues,I failed PF and OOP both and I need time to prepare again,Aap semester freeze le sakte hain aur next semester me core subjects dobara enroll karein
1802,Mixed,Female,Local/Other Issues,Floods damaged roads and internet is not working. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow ki ja sakti hai disaster situations me. Advisor ne recommend kiya hai semester freeze lene ke liye
1803,English,Male,Personal/Family Issues,Family migration ki wajah se semester pause karna hai,Semester freeze allow hoti hai relocation ya migration case me
1804,RomanUrdu,Female,Gender/Role Specific,Family business sambhalna par raha hai temporarily,Semester freeze le kar aap responsibilities manage kar sakte hain
1805,English,Female,Mental Health,Mentally bohat exhausted feel kar raha hoon,Mental health ke liye temporary semester freeze consider karein
1806,RomanUrdu,Female,Administrative Issues,"Lab aur lecture same time hai, attend nahi kar pa raha",Semester freeze consider karein jab tak schedule fix na ho
1807,RomanUrdu,Male,Personal/Family Issues,Family migration ki wajah se semester pause karna hai,Semester freeze allow hoti hai relocation ya migration case me
1808,Mixed,Male,Medical Issues,Accident hua hai aur physiotherapy chal rahi hai. Is liye semester freeze request kar raha/rahi hoon,Recovery ke liye semester freeze recommended hai. Advisor ne recommend kiya hai semester freeze lene ke liye
1809,Mixed,Neutral,Gender/Role Specific,Safety issues ki wajah se campus travel possible nahi. Is liye semester freeze request kar raha/rahi hoon,Temporary semester freeze request karein safety ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1810,RomanUrdu,Neutral,Medical Issues,Recovery after COVID ki wajah se classes miss ho rahi hain,Semester freeze recommended hai taake aap fully recover kar sakein
1811,Mixed,Male,Mental Health,Stress ki wajah se exams par focus nahi ho raha. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow hoti hai stress aur burnout ke cases me. Advisor ne recommend kiya hai semester freeze lene ke liye
1812,Mixed,Neutral,Medical Issues,I had surgery and doctor ne complete rest kaha hai. Is liye semester freeze request kar raha/rahi hoon,Doctor certificate ke saath semester freeze le sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1813,RomanUrdu,Neutral,Gender/Role Specific,Father hospital mein hain aur mujhe ghar sambhalna hai,Semester pause allow hoti hai family care ke liye
1814,English,Male,Local/Other Issues,Floods damaged roads and internet is not working,Semester freeze allow ki ja sakti hai disaster situations me
1815,RomanUrdu,Neutral,Local/Other Issues,Competitive coaching ke liye semester pause karna zaroori hai,Semester freeze allow hoti hai professional training ke liye
1816,RomanUrdu,Female,Personal/Family Issues,Ghar walay business sambhalne ko keh rahe hain,Temporary semester freeze le kar responsibilities manage karein
1817,English,Neutral,Academic Issues,I failed PF and OOP both and I need time to prepare again,Aap semester freeze le sakte hain aur next semester me core subjects dobara enroll karein
1818,English,Female,Administrative Issues,Mujhe 4pm ke baad class attend karna possible nahi,Semester freeze allow ki ja sakti hai timing issues me
1819,Mixed,Female,Local/Other Issues,Transport strike ke wajah se classes attend nahi ho rahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein jab tak transport restore na ho. Advisor ne recommend kiya hai semester freeze lene ke liye
1820,Mixed,Neutral,Medical Issues,Major illness ke wajah se semester continue nahi kar sakta. Is liye semester freeze request kar raha/rahi hoon,Semester freeze allow ki ja sakti hai illness ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1821,RomanUrdu,Neutral,Personal/Family Issues,Mother bohat sick hain aur unka khayal rakhna hai,Semester freeze request karein taake aap family care kar sakein
1822,RomanUrdu,Neutral,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi,Semester freeze request karein childcare ke liye
1823,English,Neutral,Administrative Issues,Teacher change request process clear nahi hai,Advisor se guide lein aur semester pause consider karein
1824,RomanUrdu,Male,Academic Issues,I dropped many courses and now I am confused what to enroll next,Academic advisor se consult karein aur proper enrollment plan banayein
1825,RomanUrdu,Male,Administrative Issues,Degree extension ka issue hai aur guidance chahiye,Semester freeze ke sath degree extension process initiate karein
1826,RomanUrdu,Female,Academic Issues,"CGPA below average hai, degree complete ho payegi ya nahi samajh nahi aa raha",Semester freeze ke dauran CGPA improve karne ka plan banayein
1827,RomanUrdu,Neutral,Financial Issues,Fees installment allow nahi ki ja rahi hai university policy ke wajah se,Office se discuss karein aur special request submit karein
1828,Mixed,Male,Mental Health,Mentally bohat exhausted feel kar raha hoon. Is liye semester freeze request kar raha/rahi hoon,Mental health ke liye temporary semester freeze consider karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1829,Mixed,Female,Medical Issues,Recovery after COVID ki wajah se classes miss ho rahi hain. Is liye semester freeze request kar raha/rahi hoon,Semester freeze recommended hai taake aap fully recover kar sakein. Advisor ne recommend kiya hai semester freeze lene ke liye
1830,RomanUrdu,Male,Academic Issues,DSA is too hard for me and I need a break to improve basics,Semester freeze recommend kiya jata hai taake aap basics strong kar sakein
1831,Mixed,Female,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein childcare ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1832,RomanUrdu,Neutral,Mental Health,Mentally bohat exhausted feel kar raha hoon,Mental health ke liye temporary semester freeze consider karein
1833,Mixed,Female,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi. Is liye semester freeze request kar raha/rahi hoon,Semester freeze request karein childcare ke liye. Advisor ne recommend kiya hai semester freeze lene ke liye
1834,RomanUrdu,Neutral,Mental Health,Anxiety attacks ki wajah se studies disturb ho rahi hain,Semester freeze le kar mental health improve karein
1835,Mixed,Female,Financial Issues,My fee is unpaid and family income suddenly stopped. Is liye semester freeze request kar raha/rahi hoon,Aapko fee installment request submit karni chahiye ya temporary semester freeze le sakte hain. Advisor ne recommend kiya hai semester freeze lene ke liye
1836,English,Neutral,Gender/Role Specific,Childcare ki wajah se classes attend nahi ho pa rahi,Semester freeze request karein childcare ke liye
1837,English,Male,Financial Issues,Fees installment allow nahi ki ja rahi hai university policy ke wajah se,Office se discuss karein aur special request submit karein
1838,Mixed,Neutral,Administrative Issues,"Lab aur lecture same time hai, attend nahi kar pa raha. Is liye semester freeze request kar raha/rahi hoon",Semester freeze consider karein jab tak schedule fix na ho. Advisor ne recommend kiya hai semester freeze lene ke liye
1839,English,Female,Personal/Family Issues,Mother bohat sick hain aur unka khayal rakhna hai,Semester freeze request karein taake aap family care kar sakein
1840,Mixed,Neutral,Local/Other Issues,Lab resource unavailable hai is liye semester freeze request kar raha/rahi hoon. Is liye semester freeze request kar raha/rahi hoon,Semester pause consider karein jab tak resources available na ho. Advisor ne recommend kiya hai semester freeze lene ke liye
1841,English,Female,Academic Issues,"CGPA below average hai, degree complete ho payegi ya nahi samajh nahi aa raha",Semester freeze ke dauran CGPA improve karne ka plan banayein
1842,English,Male,Mental Health,Stress ki wajah se exams par focus nahi ho raha,Semester freeze allow hoti hai stress aur burnout ke cases me
1843,Mixed,Neutral,Academic Issues,Basics weak hain is liye advanced courses tough lag rahe hain. Is liye semester freeze request kar raha/rahi hoon,Foundation courses complete karne ke baad advance courses enroll karein. Advisor ne recommend kiya hai semester freeze lene ke liye
1844,RomanUrdu,Male,Administrative Issues,Semester freeze policy properly samajh nahi aa rahi,Office se clarify karein aur request submit karein
